UID	LAST NAME	LAST NAME UD	FIRST NAME	FIRST NAME UD	ALIASES	ALIASES UD	ALTERNATIVE SPELLING	ALTERNATIVE SPELLING UD	CATEGORY	CATEGORY UD	TITLE	TITLE UD	SUB CATEGORY	SUB CATEGORY UD	POSITION	POSITION UD	AGE	AGE UD	DOB	DOB UD	PLACE OF BIRTH	PLAVE OF BIRTH UD	DECEASED	DECEASED UD	PASSPORTS	PASSPORTS UD	SSN	SSN UD	LOCATIONS	LOCATIONS UD	COUNTRIES	COUNTRIES UD	COMPANIES	COMPANIES UD	E/I	E/I UD	LINKED TO	LINKED TO UD	FURTHER INFORMATION	FURTHER INFORMATION UD	KEYWORDS	KEYWORDS UD	EXTERNAL SOURCES	EXTERNAL SOURCES UD	ENTERED	ENTERED UD	UPDATED	UPDATED UD	EDITOR	EDITOR UD	AGE DATE	AGE DATE UD
PCRT157	Vu Thi Thu				Vu Thi Thu				Individual				PEP		Cuc PCRT				DOB: 1972										Tien Phong, Me Linh, Ha Noi		Vietnam										Cuc PCRT											
PCRT158	Phan Van Bien				Phan Van Bien				Individual				PEP		Cuc PCRT				DOB: 1965										Phuong Tu, Ung Hoa, Ha Noi		Vietnam										Cuc PCRT											
PCRT159	Hoa Thi Mai				Hoa Thi Mai				Individual				PEP		Cuc PCRT				DOB: 1962												Vietnam										Cuc PCRT											
PCRT160	Truong Van Cap				Truong Van Cap				Individual				PEP		Cuc PCRT				DOB: 1974										Quang Minh, Me Linh, Ha Noi		Vietnam										Cuc PCRT											
PCRT161	Miah Lal				Miah Lal				Individual				PEP		Cuc PCRT				DOB: 15/06/1979												Bangladesh										Cuc PCRT											
PCRT162	Nashwan abd al-razzaq abd-baqi				Nashwan abd al-razzaq abd-baqi				Individual				PEP		Cuc PCRT				DOB: 1961		Mosul										Iraq										Cuc PCRT											
PCRT163	Mohammad Tahir Hammid Husein				Mohammad Tahir Hammid Husein				Individual				PEP		Cuc PCRT				DOB: 11/01/1975		Poshok										Iraq										Cuc PCRT											
PCRT164	Muhsin Fadhil Ayed Ashour Al-Fadhli				Muhsin Fadhil Ayed Ashour Al-Fadhli				Individual				PEP		Cuc PCRT				DOB: 24/04/1981		Kuwait										Kuwait										Cuc PCRT											
PCRT165	Ata Abdoulaziz Rashid				Ata Abdoulaziz Rashid				Individual				PEP		Cuc PCRT				DOB: 12/01/1973		Sulaimaniya										Iraq										Cuc PCRT											
PCRT166	Farhad Kanabi Ahmad				Farhad Kanabi Ahmad				Individual				PEP		Cuc PCRT				DOB: 07/01/1971		arbil										Iraq										Cuc PCRT											
PCRT167	Ibrahim Mohamed Khalil				Ibrahim Mohamed Khalil				Individual				PEP		Cuc PCRT				DOB: 07/02/1975		syria										Syria										Cuc PCRT											
PCRT168	Najmuddin faraj Ahmad				Najmuddin faraj Ahmad				Individual				PEP		Cuc PCRT				DOB: 07/07/1956; 17/06/1963		Iraq										Iraq										Cuc PCRT											
PCRT169	Akram Turki Hishan Al-Mazidih				Akram Turki Hishan Al-Mazidih				Individual				PEP		Cuc PCRT				DOB: 1974;1975																						Cuc PCRT											
PCRT170	Ghazy Fezza Hishan Al-Mazidih				Ghazy Fezza Hishan Al-Mazidih				Individual				PEP		Cuc PCRT				DOB: 1974;1976																						Cuc PCRT											
PCRT171	Muthanna Harith Al-dari				Muthanna Harith Al-dari				Individual				PEP		Cuc PCRT				DOB: 16/06/1969		Iraq										Iraq										Cuc PCRT											
PCRT172	Ibramhim Awwad Ibrahim Ali Al-Badri al-samarrai				Ibramhim Awwad Ibrahim Ali Al-Badri al-samarrai				Individual				PEP		Cuc PCRT				DOB: 1971		Iraq										Iraq										Cuc PCRT											
PCRT173	Abu Mohammed al-jawlani				Abu Mohammed al-jawlani				Individual				PEP		Cuc PCRT				DOB: 1975-1979		Syria										Syria										Cuc PCRT											
PCRT174	Akhmed Rajapovich Chataev				Akhmed Rajapovich Chataev				Individual				PEP		Cuc PCRT				DOB: 07/04/1980		Huyen Vendenskiy, Cong Hoa Chechnya, Lien Bang Nga										Nga										Cuc PCRT											
PCRT175	Tarkhan Ismailovich Gaziev				Tarkhan Ismailovich Gaziev				Individual				PEP		Cuc PCRT				DOB: 11/11/1965		Huyen Itum-Kalinskiy, Chechnya, Nga																				Cuc PCRT											
PCRT176	Haroun Gaye				Haroun Gaye				Individual				PEP		Cuc PCRT				DOB: 30/01/1968; 30/01/1969		trung phi										Trung Phi										Cuc PCRT											
PCRT177	Eugene Barret Ngaikosset				Eugene Barret Ngaikosset				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT178	Choe Song il				Choe Song il				Individual				PEP		Cuc PCRT						North Korea																				Cuc PCRT											
PCRT179	Kim Chung Chong				Kim Chung Chong				Individual				PEP		Cuc PCRT				DOB: 11/07/1966		North Korea																				Cuc PCRT											
PCRT180	Kim Jung Jong				Kim Jung Jong				Individual				PEP		Cuc PCRT				DOB: 11/07/1966		North Korea																				Cuc PCRT											
PCRT181	Sadiq Muhammed				Sadiq Muhammed				Terrorism				PEP		Cuc PCRT						Pakistan								Hotel Pham Ngu Lao, Quan 1, Hochiminh city		PAKISTAN										Cuc PCRT											
PCRT182	Elizabeth Franklin				Elizabeth Franklin				Individual				PEP		Cuc PCRT				DOB: 05/11/1980		Belgum								195 Pham Ngu Lao, Quan 1, Tp Ho Chi Minh		Belgium										Cuc PCRT											
PCRT183	Donald Spinell				Donald Spinell				Individual				PEP		Cuc PCRT				DOB: 01/04/1978										So 10, Thang Long, Phuong 4, Quan Tan Binh, Tp Ho Chi Minh		Belgium										Cuc PCRT											
PCRT184	Kim Dong Ho				Kim Dong Ho				Individual				PEP		Cuc PCRT				DOB: 18/08/1969																						Cuc PCRT											
PCRT185	Kim Tong Ho				Kim Tong Ho				Individual				PEP		Cuc PCRT				DOB: 18/08/1969																						Cuc PCRT											
PCRT186	Kim Yong Su				Kim Yong Su				Individual				PEP		Cuc PCRT				DOB: 02/09/1969																						Cuc PCRT											
PCRT187	Minh Van Le				Minh Van Le				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT188	Marine Transport Office				Marine Transport Office				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT189	Saeng Pil Trading Corporation				Saeng Pil Trading Corporation				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT190	Ocean Maritime Management Company				Ocean Maritime Management Company				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT191	Pak Myong Chol				Pak Myong Chol				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT192	Van tai bien Trieu Tien				Van tai bien Trieu Tien				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT193	Carolyn Van Blerck				Carolyn Van Blerck				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT194	Louis Daron				Louis Daron				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT195	Nyia Sunday Kelechi				Nyia Sunday Kelechi				Individual				PEP		Cuc PCRT																										Cuc PCRT											
PCRT196	Ocean Marinetime Management				Ocean Marinetime Management				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT197	Puhung General Trading Corporation				Puhung General Trading Corporation				Corporate				PEP		Cuc PCRT																										Cuc PCRT											
PCRT198	Nguyen Thanh Giang				Nguyen Thanh Giang				Individual				PEP		Cuc PCRT				DOB: 06/07/1936																						Cuc PCRT											
PCRT199	Le Thi Cong Nhan				Le Thi Cong Nhan				Individual				PEP		Cuc PCRT				DOB: 20/07/1979																						Cuc PCRT											
PCRT200	Tran Thi Le				Tran Thi Le				Individual				PEP		Cuc PCRT				DOB: 1953																						Cuc PCRT											
PCRT201	Le Thi Minh Tam				Le Thi Minh Tam				Individual				PEP		Cuc PCRT				DOB: 1981																						Cuc PCRT											
PCRT202	Nguyen Dan Que				Nguyen Dan Que				Individual				PEP		Cuc PCRT				DOB: 13/04/1942																						Cuc PCRT											
PCRT203	Nguyen Chau				Nguyen Chau				Individual				PEP		Cuc PCRT				DOB: 13/04/1942																						Cuc PCRT											
PCRT204	Truong Van Suong				Truong Van Suong				Individual				PEP		Cuc PCRT				DOB: 1943																						Cuc PCRT											
PCRT205	Mai Van Hanh				Mai Van Hanh				Individual				PEP		Cuc PCRT				DOB: 1943																						Cuc PCRT											
PCRT206	Truong Van Dung				Truong Van Dung				Individual				PEP		Cuc PCRT				DOB: 1970																						Cuc PCRT											
PCRT207	Pham Hong Son				Pham Hong Son				Individual				PEP		Cuc PCRT				DOB: 03/11/1968																						Cuc PCRT											
PCRT208	Nguyen Khac Toan				Nguyen Khac Toan				Individual				PEP		Cuc PCRT				DOB: 21/10/1955																						Cuc PCRT											
PCRT209	Tran Khue				Tran Khue				Individual				PEP		Cuc PCRT				DOB: 28/04/1936																						Cuc PCRT											
PCRT210	Do Nam Hai				Do Nam Hai				Individual				PEP		Cuc PCRT				DOB: 21/03/1959																						Cuc PCRT											
PCRT211	Nguyen Xuan Tu				Nguyen Xuan Tu				Individual				PEP		Cuc PCRT				DOB: 24/04/1940																						Cuc PCRT											
PCRT212	Bui Minh Quoc				Bui Minh Quoc				Individual				PEP		Cuc PCRT				DOB: 03/10/1940																						Cuc PCRT											
PCRT213	Nguyen Thuong Long				Nguyen Thuong Long				Individual				PEP		Cuc PCRT				DOB: 09/08/1948																						Cuc PCRT											
PCRT214	Ly Thi Tuyet Mai				Ly Thi Tuyet Mai				Individual				PEP		Cuc PCRT				DOB: 11/08/1964																						Cuc PCRT											
PCRT215	Nguyen Thi Huyen Trang				Nguyen Thi Huyen Trang				Individual				PEP		Cuc PCRT				DOB: 19/12/1980																						Cuc PCRT											
PCRT216	Vu Thi Minh Khanh				Vu Thi Minh Khanh				Individual				PEP		Cuc PCRT				DOB: 1974																						Cuc PCRT											
PCRT217	Do Ba Tan				Do Ba Tan				Individual				PEP		Cuc PCRT				DOB: 01/12/1959																						Cuc PCRT											
PCRT218	Do Thuy Tien				Do Thuy Tien				Individual				PEP		Cuc PCRT				DOB: 1992																						Cuc PCRT											
PCRT219	Nguyen Thi Nga				Nguyen Thi Nga				Individual				PEP		Cuc PCRT				DOB: 06/02/1956																						Cuc PCRT											
PCRT220	Nguyen Thi Loi				Nguyen Thi Loi				Individual				PEP		Cuc PCRT				DOB: 1937																						Cuc PCRT											
PCRT221	Nguyen Thi Thom				Nguyen Thi Thom				Individual				PEP		Cuc PCRT				DOB: 1961																						Cuc PCRT											
PCRT222	Hoang Thi Tuoi				Hoang Thi Tuoi				Individual				PEP		Cuc PCRT				DOB: 10/10/1963																						Cuc PCRT											
PCRT223	Duong Thi Tan				Duong Thi Tan				Individual				PEP		Cuc PCRT				DOB: 22/07/1958																						Cuc PCRT											
PCRT224	Ngo Duy Quyen				Ngo Duy Quyen				Individual				PEP		Cuc PCRT				DOB: 20/11/1974																						Cuc PCRT											
PCRT210	Do Nam Hai				Do Nam Hai				Individual				PEP		Cuc PCRT				DOB: 21/03/1959																						Cuc PCRT											
PCRT225	Kim Su Kwang				Kim Su Kwang				Individual				PEP		Cuc PCRT				DOB: 18/08/1976												North Korea										Cuc PCRT											
PCRT226	Kim Kyong Hui				Kim Kyong Hui				Individual				PEP		Cuc PCRT				DOB: 06/05/1981												North Korea										Cuc PCRT											
PCRT227	Kim Kyo'ng-hu'i				Kim Kyo'ng-hu'i				Individual				PEP		Cuc PCRT				DOB: 06/05/1981												North Korea										Cuc PCRT											
PCRT228	Kim Yong Nam				Kim Yong Nam				Individual				PEP		Cuc PCRT				DOB: 02/12/1947												North Korea										Cuc PCRT											
PCRT229	Kim Yo'ng-nam				Kim Yo'ng-nam				Individual				PEP		Cuc PCRT				DOB: 02/12/1947												North Korea										Cuc PCRT											
PCRT230	Kim, So'ng				Kim, So'ng				Individual				PEP		Cuc PCRT				DOB: 11/01/1964										Linjiang, China		North Korea										Cuc PCRT											
PCRT231	Ryang, Tae-Ch'o'l				Ryang, Tae-Ch'o'l				Individual				PEP		Cuc PCRT				DOB: 07/01/1969										Tumen, China		North Korea										Cuc PCRT											
PCRT232	Bak, Gwang Hun				Bak, Gwang Hun				Individual				PEP		Cuc PCRT				DOB: 1970										Vladivostok, Russia		North Korea										Cuc PCRT											
PCRT233	Pak, Gwang Hun				Pak, Gwang Hun				Individual				PEP		Cuc PCRT				DOB: 1970										Vladivostok, Russia		North Korea										Cuc PCRT											
PCRT234	Pak, Kwang-Hun				Pak, Kwang-Hun				Individual				PEP		Cuc PCRT				DOB: 1970										Vladivostok, Russia		North Korea										Cuc PCRT											
PCRT235	Ri, Myo'ng-hun				Ri, Myo'ng-hun				Individual				PEP		Cuc PCRT				DOB: 14/03/1969										North Korea		North Korea										Cuc PCRT											
PCRT236	Han, Kon U				Han, Kon U				Individual				PEP		Cuc PCRT				DOB: 21/08/1962										Zhuhai, China		North Korea										Cuc PCRT											
PCRT237	Han, Ko'n-u				Han, Ko'n-u				Individual				PEP		Cuc PCRT				DOB: 21/08/1962										Zhuhai, China		North Korea										Cuc PCRT											
PCRT238	Han, Kwo'n-u				Han, Kwo'n-u				Individual				PEP		Cuc PCRT				DOB: 21/08/1962										Zhuhai, China		North Korea										Cuc PCRT											
PCRT239	Kim, Kyo'ng-hak				Kim, Kyo'ng-hak				Individual				PEP		Cuc PCRT				DOB: 27/11/1973										Zhuhai, China		North Korea										Cuc PCRT											
PCRT240	Kim, Pyo'ng-ch'an				Kim, Pyo'ng-ch'an				Individual				PEP		Cuc PCRT				DOB: 09/06/1961										North Korea; Zhuhai, China		North Korea										Cuc PCRT											
PCRT241	Kim, Ho Gyu				Kim, Ho Gyu				Individual				PEP		Cuc PCRT				DOB: 15/09/1970										Nakhodka, Russia		North Korea										Cuc PCRT											
PCRT242	Kim, Ho'-kyu				Kim, Ho'-kyu				Individual				PEP		Cuc PCRT				DOB: 15/09/1970										Nakhodka, Russia		North Korea										Cuc PCRT											
PCRT243	Kim, Ho-Kyu				Kim, Ho-Kyu				Individual				PEP		Cuc PCRT				DOB: 15/09/1970										Nakhodka, Russia		North Korea										Cuc PCRT											
PCRT244	Park, Aleksei				Park, Aleksei				Individual				PEP		Cuc PCRT				DOB: 15/09/1970										Nakhodka, Russia		North Korea										Cuc PCRT											
PCRT245	Pak Tong-So'k				Pak Tong-So'k				Individual				PEP		Cuc PCRT				DOB: 15/04/1965										Russian-occupied Georgian territory of Abkhazia		North Korea										Cuc PCRT											
PCRT246	Cho'ng, Man-pok				Cho'ng, Man-pok				Individual				PEP		Cuc PCRT				DOB: 23/12/1958										Dandong, China		North Korea										Cuc PCRT											
PCRT247	Kim, Man-ch'un				Kim, Man-ch'un				Individual				PEP		Cuc PCRT				DOB: 25/05/1966										567 Xinshi Street, Linjiang City, China		North Korea										Cuc PCRT											
PCRT248	Ri, To'k-chin				Ri, To'k-chin				Individual				PEP		Cuc PCRT				DOB: 26/07/1957										Ji'an, China		North Korea										Cuc PCRT											
PCRT249	Ch'oe, So'ng-nam				Ch'oe, So'ng-nam				Individual				PEP		Cuc PCRT				DOB: 07/01/1979										Shenyang, China		North Korea										Cuc PCRT											
PCRT250	Kim, Ch'o'l				Kim, Ch'o'l				Individual				PEP		Cuc PCRT				DOB: 27/09/1964										Dalian, China		North Korea										Cuc PCRT											
PCRT251	KO, II-hwan				KO, II-hwan				Individual				PEP		Cuc PCRT				DOB: 28/08/1967										Shenyang, China		North Korea										Cuc PCRT											
PCRT252	Paek, Chong-sam				Paek, Chong-sam				Individual				PEP		Cuc PCRT				DOB: 17/01/1964										Shenyang, China		North Korea										Cuc PCRT											
PCRT253	Ri, Myo'ng Hun				Ri, Myo'ng Hun				Individual				PEP		Cuc PCRT				DOB: 14/03/1969										North Korea		North Korea										Cuc PCRT											
PCRT254	KIM, Cho'ng-sik				KIM, Cho'ng-sik				Individual				PEP		Cuc PCRT				DOB: 1967-1969										North Korea		North Korea										Cuc PCRT											
PCRT255	RI, Pyo'ng-ch'o'l				RI, Pyo'ng-ch'o'l				Individual				PEP		Cuc PCRT				DOB: 1948										North Korea		North Korea										Cuc PCRT											
PCRT256	Hongxiang Industrial Development (HK) Ltd				Hongxiang Industrial Development (HK) Ltd				Corporate				PEP		Cuc PCRT																North Korea										Cuc PCRT											
PCRT257	Good Field Trading Company				Good Field Trading Company				Corporate				PEP		Cuc PCRT																North Korea										Cuc PCRT											
PCRT258	Best Famous Ltd				Best Famous Ltd				Corporate				PEP		Cuc PCRT																North Korea										Cuc PCRT											
PCRT259	Blue Sea Business Co.Ltd				Blue Sea Business Co.Ltd				Corporate				PEP		Cuc PCRT																North Korea										Cuc PCRT											
PCRT260	Carbuncle Co. Ltd				Carbuncle Co. Ltd				Corporate				PEP		Cuc PCRT																North Korea										Cuc PCRT											
PCRT261	Crude oil Industry Ministry				Crude oil Industry Ministry				Corporate				PEP		Cuc PCRT														Pyongyan, North Korea		North Korea										Cuc PCRT											
PCRT262	General Bureau of Petroleum Ministry				General Bureau of Petroleum Ministry				Corporate				PEP		Cuc PCRT														Pyongyan, North Korea		North Korea										Cuc PCRT											
PCRT263	Ministry of Crude oil				Ministry of Crude oil				Corporate				PEP		Cuc PCRT														Pyongyan, North Korea		North Korea										Cuc PCRT											
PCRT264	Hana Electronic JVC Company				Hana Electronic JVC Company				Corporate				PEP		Cuc PCRT														North Korea		North Korea										Cuc PCRT											
PCRT265	Hana Electronics Pyongyang				Hana Electronics Pyongyang				Corporate				PEP		Cuc PCRT														North Korea		North Korea										Cuc PCRT											
PCRT266	China Dandong Kumsang Trade Company Limited				China Dandong Kumsang Trade Company Limited				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Shenyang, China		North Korea										Cuc PCRT											
PCRT267	Dandong Metal Company				Dandong Metal Company				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Shenyang, China		North Korea										Cuc PCRT											
PCRT268	Jinxiang Trading company				Jinxiang Trading company				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Shenyang, China		North Korea										Cuc PCRT											
PCRT269	Dandong Dongyuan Industry Co. Ltd				Dandong Dongyuan Industry Co. Ltd				Corporate				PEP		Cuc PCRT														Dandong, China		North Korea										Cuc PCRT											
PCRT270	Dandong Xianghe Trading Corporation				Dandong Xianghe Trading Corporation				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Guangxi China		North Korea										Cuc PCRT											
PCRT271	Dandong Xianghe Trading Ltd, Co				Dandong Xianghe Trading Ltd, Co				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Guangxi China		North Korea										Cuc PCRT											
PCRT272	Xianghe Trade Co., Ltd				Xianghe Trade Co., Ltd				Corporate				PEP		Cuc PCRT														Dandong, Liaoning, Guangxi China		North Korea										Cuc PCRT											
PCRT273	Nam Nam General Corporation				Nam Nam General Corporation				Corporate				PEP		Cuc PCRT														Central District, Pyongyang, North Korea		North Korea										Cuc PCRT											
PCRT274	Nam Nam (South-South) Cooperative General Company				Nam Nam (South-South) Cooperative General Company				Corporate				PEP		Cuc PCRT														Central District, Pyongyang, North Korea		North Korea										Cuc PCRT											
PCRT275	Maritime Administration Bureau				Maritime Administration Bureau				Corporate				PEP		Cuc PCRT														Pyongyang, North Korea		North Korea										Cuc PCRT											
PCRT276	Ministry of Land and Marine Transport				Ministry of Land and Marine Transport				Corporate				PEP		Cuc PCRT														North Korea		North Korea										Cuc PCRT											
PCRT277	Kumbyol Trading				Kumbyol Trading				Corporate				PEP		Cuc PCRT														Pyongyang, North Korea		North Korea										Cuc PCRT											
PCRT278	Kumboyl Trading Company of North Korean Workers' Party				Kumboyl Trading Company of North Korean Workers' Party				Corporate				PEP		Cuc PCRT														Pyongyang, North Korea		North Korea										Cuc PCRT											
PCRT279	KOREA SAMMA SHIPPING CO.				KOREA SAMMA SHIPPING CO.				Corporate				PEP		Cuc PCRT														Rakrang 3-dong, Rakrang-guyok, Pyongyang, DPRK		North Korea										Cuc PCRT											
PCRT280	Laszlo Pal Plesko 				Laszlo Pal Plesko 				Individual				PEP		Cuc PCRT														Hungary		Hungary										Cuc PCRT											
Vessel1	TONG HUNG SAN				TONG HUNG SAN				Vessel				PEP		Cuc PCRT																Tuvalu										Cuc PCRT											
Vessel2	CHONG CHON GANG				CHONG CHON GANG				Vessel				PEP		Cuc PCRT																Tuvalu										Cuc PCRT											
Vessel3	JIN TAI				JIN TAI				Vessel				PEP		Cuc PCRT																Tuvalu										Cuc PCRT											
Vessel4	JIN TENG				JIN TENG				Vessel				PEP		Cuc PCRT																Tuvalu										Cuc PCRT											
Vessel5	SOUTH HILL 2				SOUTH HILL 2				Vessel				PEP		Cuc PCRT																Sierra Leone										Cuc PCRT											
Vessel6	GOLD STAR 3				GOLD STAR 3				Vessel				PEP		Cuc PCRT																Cambodia										Cuc PCRT											
Vessel7	BENEVOLENCE 2				BENEVOLENCE 2				Vessel				PEP		Cuc PCRT																Cambodia										Cuc PCRT											
Vessel8	GREENLIGHT				GREENLIGHT				Vessel				PEP		Cuc PCRT																Cambodia										Cuc PCRT											
Vessel9	DAWNLIGHT				DAWNLIGHT				Vessel				PEP		Cuc PCRT																Mongolia										Cuc PCRT											
